administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,exit_rates,page_values,month,browser,region,traffic_type,visitor_type,weekend,revenue
0,0.0,0,0.0,12,1544.0,0.0667,0.061,0.0,Nov,Google Chrome,Oceania,Facebook ads,Returning_Visitor,-9223372036854775808,0
4,78.33333333,1,17.0,13,124.0,0.0226,0.012,0.0,May,Google Chrome,Western Europe,Bing search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,5,688.0,0.0,0.04,0.0,May,Google Chrome,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
1,4.0,0,0.0,3,7.0,0.0,0.067,0.0,Mar,Android,North America,Youtube channel,New_Visitor,-9223372036854775808,0
0,0.0,0,0.0,29,562.0,0.0207,0.052,0.0,Nov,Safari,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
10,195.2333333,3,51.0,82,3707.0,0.0077,0.017,2.0,Nov,Google Chrome,North America,Facebook ads,Returning_Visitor,-9223372036854775808,1
0,0.0,0,0.0,17,322.0,0.0,0.02,9.3,Mar,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,-9223372036854775808,0
4,23.0,0,0.0,51,923.0,0.0063,0.019,0.0,Dec,Google Chrome,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,13,1647.0,0.003,0.035,0.0,May,Google Chrome,Asia,Bing search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,5,108.0,0.05,0.067,0.0,Mar,Google Chrome,Asia,Instagram ads,Returning_Visitor,-9223372036854775808,0
2,119.9333333,6,479.5,25,382.0,0.0,0.006,8.3,Mar,Mozilla Firefox,North America,Google search,New_Visitor,-9223372036854775808,1
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,Nov,Google Chrome,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
3,318.6666667,0,0.0,10,181.0,0.0,0.004,0.0,Sep,Safari,Asia,Twitter,New_Visitor,-9223372036854775808,0
3,23.2,0,0.0,18,1209.0,0.0254,0.042,0.0,June,Android,Western Europe,Facebook ads,Returning_Visitor,-9223372036854775808,0
1,20.0,0,0.0,12,285.0,0.0,0.009,23.2,Dec,Safari,Western Europe,Youtube channel,New_Visitor,-9223372036854775808,1
1,0.0,0,0.0,2,22.0,0.0,0.1,0.0,Nov,Google Chrome,Western Europe,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,37,816.0,0.0,0.018,0.0,Mar,Google Chrome,North America,Google search,New_Visitor,-9223372036854775808,0
0,0.0,0,0.0,9,233.0,0.02,0.083,0.0,Mar,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,-9223372036854775808,0
7,6.0,0,0.0,15,993.0,0.0,0.012,0.0,Dec,Google Chrome,Southern Africa,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,18,1000.0,0.0,0.018,0.0,Dec,Google Chrome,South America,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,22,1323.0,0.0,0.02,0.0,Nov,Google Chrome,North America,Google search,Returning_Visitor,-9223372036854775808,1
0,0.0,0,0.0,10,1040.0,0.0,0.031,22.9,May,Google Chrome,North America,Instagram ads,Returning_Visitor,-9223372036854775808,1
6,45.5,0,0.0,7,1407.0,0.0089,0.019,3.5,Nov,Google Chrome,Western Europe,Google search,Returning_Visitor,-9223372036854775808,1
3,63.4,1,0.0,21,344.0,0.0082,0.027,0.0,Jul,Google Chrome,Asia,Twitter,Returning_Visitor,-9223372036854775808,0
5,90.48666667,0,0.0,79,3958.0,0.0,0.009,12.2,Nov,Safari,Western Europe,Google search,Returning_Visitor,-9223372036854775808,1
0,0.0,0,0.0,7,179.0,0.0446,0.08,0.0,Aug,Safari,Asia,Instagram ads,Returning_Visitor,-9223372036854775808,0
5,157.1666667,1,162.75,3,47.0,0.0,0.025,0.0,Nov,Google Chrome,Western Europe,Google search,Returning_Visitor,-9223372036854775808,0
5,187.6166667,3,43.5,24,1130.0,0.0135,0.021,0.0,Nov,Google Chrome,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,2,7.0,0.0,0.1,0.0,May,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,-9223372036854775808,0
8,195.0,0,0.0,28,1258.0,0.0077,0.012,19.5,May,Safari,Asia,Bing search,New_Visitor,-9223372036854775808,0
5,21.25,0,0.0,29,2215.0,0.0,0.003,44.8,Nov,Google Chrome,Oceania,Instagram ads,Returning_Visitor,-9223372036854775808,1
0,0.0,0,0.0,17,440.0,0.026,0.04,0.0,Oct,Google Chrome,Asia,Instagram ads,Returning_Visitor,-9223372036854775808,0
3,109.7,0,0.0,18,670.0,0.005,0.02,0.0,May,Google Chrome,Western Europe,Instagram Page,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,18,292.0,0.0,0.013,26.4,Nov,Google Chrome,Western Europe,Instagram Page,New_Visitor,-9223372036854775808,1
0,0.0,0,0.0,18,903.0,0.0,0.006,0.0,May,Safari,Oceania,Bing search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,Nov,Safari,North America,Google search,Returning_Visitor,-9223372036854775808,0
1,26.5,0,0.0,12,506.0,0.0,0.005,0.0,May,Google Chrome,North America,Google search,New_Visitor,-9223372036854775808,0
0,6.0,0,0.0,5,96.0,0.0,0.022,0.0,May,Google Chrome,North America,Google search,Returning_Visitor,-9223372036854775808,0
1,6.0,0,0.0,9,586.0,0.025,0.01,0.0,Dec,Safari,Asia,Instagram ads,Returning_Visitor,-9223372036854775808,0
2,34.5,0,0.0,18,1177.0,0.0,0.011,0.0,Feb,Google Chrome,Asia,Facebook ads,Returning_Visitor,-9223372036854775808,1
0,0.0,0,0.0,16,288.0,0.0276,0.056,0.0,Nov,Google Chrome,North America,Twitter,Returning_Visitor,-9223372036854775808,0
4,217.5,0,0.0,16,1120.0,0.0,0.022,0.0,May,Safari,North America,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,15,320.0,0.0,0.013,19.2,May,Google Chrome,North America,Google search,Returning_Visitor,-9223372036854775808,1
0,0.0,0,0.0,11,557.0,0.0212,0.049,0.0,May,Mozilla Firefox,North America,Bing search,Returning_Visitor,-9223372036854775808,0
0,6.0,0,0.0,4,1236.0,0.0,0.067,0.0,May,Google Chrome,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
7,129.2,0,0.0,7,265.0,0.0,0.017,0.0,Oct,Safari,North America,Google search,New_Visitor,-9223372036854775808,0
17,895.0819115,0,0.0,254,9914.0,0.0016,0.006,5.5,Nov,Google Chrome,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,10,950.0,0.0,0.04,0.0,Nov,Google Chrome,North America,Youtube channel,New_Visitor,-9223372036854775808,0
0,0.0,0,0.0,26,536.0,0.0204,0.045,0.0,May,Microsoft Edge,Western Europe,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,37,1049.0,0.0,0.021,0.0,Dec,Mozilla Firefox,Northern Africa,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,38,1612.0,0.0279,0.04,0.0,Mar,Safari,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
7,436.5714729,2,212.2,55,2001.0,0.0121,0.019,6.4,Nov,Safari,Western Europe,Google search,Returning_Visitor,-9223372036854775808,1
0,0.0,0,0.0,40,1357.0,0.0,0.024,9.9,Mar,Microsoft Edge,Eastern Europe,Google search,Returning_Visitor,-9223372036854775808,0
2,7.0,4,1181.833333,49,1811.0,0.0322,0.046,0.0,Jul,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,-9223372036854775808,0
3,65.5,0,0.0,11,587.0,0.0,0.014,0.0,Nov,Google Chrome,Western Europe,Affiliate marketing,Returning_Visitor,-9223372036854775808,0
12,711.9,3,0.0,175,3889.0,0.0039,0.014,3.8,Sep,Google Chrome,North America,Google search,Returning_Visitor,-9223372036854775808,0
4,111.1666667,0,0.0,5,256.0,0.0,0.04,0.0,Dec,Google Chrome,North America,Youtube channel,New_Visitor,-9223372036854775808,0
16,395.9494145,4,262.75,26,1733.0,0.0,0.022,0.0,Mar,Google Chrome,Oceania,Google search,New_Visitor,-9223372036854775808,0
4,167.0,0,0.0,35,470.0,0.0294,0.05,0.0,Jul,Google Chrome,South America,Facebook ads,Returning_Visitor,-9223372036854775808,0
4,73.5,0,0.0,22,475.0,0.0153,0.023,65.0,Nov,Safari,Western Europe,Instagram ads,Returning_Visitor,-9223372036854775808,1
0,0.0,0,0.0,14,306.0,0.0,0.011,69.3,Mar,Google Chrome,Asia,Facebook ads,Returning_Visitor,-9223372036854775808,1
0,0.0,0,0.0,16,838.0,0.0,0.012,0.0,Dec,Safari,North America,Google search,New_Visitor,-9223372036854775808,0
7,291.8,0,0.0,30,436.0,0.0,0.006,0.0,Oct,Mozilla Firefox,Western Europe,Instagram Page,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,6,21.0,0.0,0.0,34.8,Aug,Microsoft Edge,Eastern Europe,Tik Tok ads,Returning_Visitor,-9223372036854775808,1
1,7.0,1,0.0,16,439.0,0.0124,0.047,0.0,Mar,Google Chrome,North America,Affiliate marketing,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,8,149.0,0.08,0.1,0.0,May,Google Chrome,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
12,272.6561428,2,77.0,41,665.0,0.0041,0.019,0.0,Mar,Google Chrome,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
6,252.0,0,0.0,11,966.0,0.0105,0.017,0.0,Mar,Google Chrome,Asia,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,28,1818.0,0.0,0.012,18.0,Nov,Google Chrome,Africa,Google search,Returning_Visitor,-9223372036854775808,0
0,6.0,1,228.0,10,266.0,0.0,0.036,0.0,Nov,Safari,North America,Google search,New_Visitor,-9223372036854775808,1
0,0.0,0,0.0,27,1001.0,0.0182,0.024,0.0,May,Mozilla Firefox,North America,DuckDuckGo search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,7,322.0,0.0,0.03,55.9,Dec,Microsoft Edge,Asia,Google search,Returning_Visitor,-9223372036854775808,1
4,54.0,0,0.0,4,66.0,0.0,0.025,0.0,Dec,Google Chrome,North America,Youtube channel,New_Visitor,-9223372036854775808,0
0,0.0,0,0.0,18,1144.0,0.0,0.05,0.0,Nov,Google Chrome,North America,Youtube ads,Returning_Visitor,-9223372036854775808,0
2,82.5,2,58.25,21,687.0,0.0,0.015,56.3,Nov,Google Chrome,Asia,Google search,Returning_Visitor,-9223372036854775808,0
2,54.4,0,0.0,18,81.0,0.0,0.02,0.0,Oct,Google Chrome,Eastern Europe,Google search,Returning_Visitor,-9223372036854775808,0
5,30.34166667,0,0.0,174,4026.0,0.0041,0.021,0.0,Nov,Google Chrome,Western Europe,Google search,Returning_Visitor,-9223372036854775808,1
6,215.25,0,0.0,120,2002.0,0.0026,0.023,0.7,Nov,Microsoft Edge,North America,Facebook ads,Returning_Visitor,-9223372036854775808,1
1,28.0,2,151.0,36,696.0,0.0522,0.037,8.5,May,Google Chrome,Asia,Instagram ads,Returning_Visitor,-9223372036854775808,0
2,66.6,0,0.0,23,982.0,0.0171,0.017,24.7,Jul,Safari,Western Europe,Bing search,Returning_Visitor,-9223372036854775808,1
3,73.0,1,9.5,22,318.0,0.0,0.049,0.0,Mar,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,4,75.0,0.05,0.033,0.0,Dec,Google Chrome,Northern Africa,Instagram ads,Returning_Visitor,-9223372036854775808,0
9,6.0,0,0.0,29,799.0,0.0098,0.016,0.0,Aug,Google Chrome,South America,Bing search,Returning_Visitor,-9223372036854775808,0
9,76.06666679,3,106.3666667,319,4716.0,0.0074,0.018,0.0,Aug,Google Chrome,North America,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,46,848.0,0.0,0.004,0.0,Sep,Safari,North America,Bing search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,Sep,Google Chrome,Eastern Europe,Bing search,New_Visitor,-9223372036854775808,0
0,0.0,0,0.0,23,609.0,0.0075,0.008,51.6,Oct,Mozilla Firefox,Asia,Google search,Returning_Visitor,-9223372036854775808,1
1,0.0,0,0.0,11,1405.0,0.0175,0.042,0.0,Dec,Google Chrome,Eastern Europe,Affiliate marketing,Returning_Visitor,-9223372036854775808,0
0,6.0,1,18.0,21,436.0,0.0,0.017,0.0,Dec,Safari,Western Europe,Google search,New_Visitor,-9223372036854775808,0
3,138.2,0,0.0,14,427.0,0.0112,0.053,0.0,Dec,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,3,33.0,0.1,0.15,0.0,Dec,Mozilla Firefox,Africa,Facebook ads,Returning_Visitor,-9223372036854775808,0
1,69.5,0,0.0,48,1308.0,0.0101,0.03,0.0,Mar,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,12,488.0,0.0,0.022,0.0,Feb,Microsoft Edge,Eastern Europe,Instagram ads,Returning_Visitor,-9223372036854775808,0
1,196.5,0,0.0,42,1147.0,0.0122,0.029,0.0,Dec,Safari,Asia,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,Nov,Safari,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,8,227.0,0.0,0.008,0.0,Mar,Google Chrome,North America,Affiliate marketing,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,8,125.0,0.0667,0.053,0.0,May,Google Chrome,South America,Youtube ads,Returning_Visitor,-9223372036854775808,0
2,6.0,0,0.0,18,427.0,0.0138,0.011,0.0,Jul,Google Chrome,Western Europe,Google search,Returning_Visitor,-9223372036854775808,0
1,18.14911111,0,0.0,51,1037.0,0.0,0.016,2.2,Nov,Google Chrome,North America,Google search,Returning_Visitor,-9223372036854775808,0
2,2.0,0,0.0,11,129.0,0.02,0.032,0.0,Jul,Google Chrome,Asia,Bing search,New_Visitor,-9223372036854775808,0
0,0.0,2,145.0,133,8845.0,0.0015,0.011,35.3,Nov,Google Chrome,North America,Twitter,Returning_Visitor,-9223372036854775808,1
1,0.0,0,0.0,1,0.0,0.2,0.2,0.0,Nov,Safari,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,17,806.0,0.0,0.025,0.0,Nov,Safari,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,20,569.0,0.0,0.016,23.4,Aug,Google Chrome,Africa,Google search,Returning_Visitor,-9223372036854775808,1
1,9.0,0,0.0,59,1013.0,0.0076,0.033,0.0,May,Google Chrome,Western Europe,Direct Traffic,Returning_Visitor,-9223372036854775808,0
15,6.0,6,174.445,82,3667.0,0.0075,0.024,1.3,Nov,Android,Eastern Europe,Google search,Returning_Visitor,-9223372036854775808,1
2,70.0,0,0.0,24,590.0,0.0091,0.024,0.0,Mar,Safari,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,8,247.0,0.0217,0.029,24.3,Dec,Mozilla Firefox,North America,Google search,Returning_Visitor,-9223372036854775808,1
1,0.0,0,0.0,1,0.0,0.2,0.2,0.0,May,Google Chrome,North America,Youtube ads,Returning_Visitor,-9223372036854775808,0
1,0.0,0,0.0,10,179.0,0.0,0.037,0.0,Nov,Google Chrome,North America,Affiliate marketing,Returning_Visitor,-9223372036854775808,0
2,173.5,0,0.0,21,698.0,0.012,0.044,0.0,May,Google Chrome,South America,Youtube ads,Returning_Visitor,-9223372036854775808,0
1,0.0,0,0.0,29,1666.0,0.0071,0.023,0.0,Nov,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,Mar,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,-9223372036854775808,0
1,5.0,0,0.0,10,598.0,0.0,0.016,0.0,May,Opera,Western Europe,Facebook ads,Returning_Visitor,-9223372036854775808,0
5,39.0,0,0.0,11,1787.0,0.0087,0.029,0.0,May,Google Chrome,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
1,67.5,1,4.0,40,1217.0,0.0,0.017,0.0,Nov,Safari,South America,Affiliate marketing,Returning_Visitor,-9223372036854775808,0
8,215.0833333,0,0.0,44,2675.0,0.0,0.007,12.0,Mar,Google Chrome,North America,Facebook ads,Returning_Visitor,-9223372036854775808,1
0,0.0,0,0.0,11,196.0,0.0,0.02,0.0,May,Mozilla Firefox,Eastern Europe,Bing search,Returning_Visitor,-9223372036854775808,0
1,239.8833333,2,93.0,139,3466.0,0.0024,0.01,5.1,Nov,Google Chrome,Asia,Google search,Returning_Visitor,-9223372036854775808,1
0,0.0,0,0.0,8,99.0,0.0,0.05,0.0,Nov,Google Chrome,North America,Youtube ads,Returning_Visitor,-9223372036854775808,0
7,6.0,0,0.0,18,385.0,0.0073,0.018,0.0,Nov,Google Chrome,Northern Africa,Youtube ads,Returning_Visitor,-9223372036854775808,0
1,112.8383333,0,0.0,18,953.0,0.0076,0.016,0.0,Feb,Safari,Western Europe,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,6,452.0,0.0,0.056,0.0,Feb,Samsung Internet,North America,Twitter,Returning_Visitor,-9223372036854775808,0
4,131.5,1,56.0,18,574.0,0.0,0.019,12.7,May,Microsoft Edge,North America,Google search,Returning_Visitor,-9223372036854775808,0
6,303.8166667,0,0.0,34,818.0,0.0,0.022,0.0,Dec,Google Chrome,Eastern Europe,Google search,Returning_Visitor,-9223372036854775808,0
6,140.0,0,0.0,33,611.0,0.0,0.001,0.0,Mar,Mozilla Firefox,South America,Direct Traffic,New_Visitor,-9223372036854775808,0
0,0.0,0,0.0,8,398.0,0.0,0.029,24.5,May,Google Chrome,Eastern Europe,Instagram ads,Returning_Visitor,-9223372036854775808,1
5,121.2342857,0,0.0,110,1650.0,0.0,0.006,0.0,Nov,Google Chrome,North America,Google search,Returning_Visitor,-9223372036854775808,0
13,241.275,0,0.0,209,8295.0,0.0,0.013,10.1,May,Google Chrome,Western Europe,Google search,Returning_Visitor,-9223372036854775808,0
4,79.12722216,0,0.0,39,1459.0,0.0071,0.005,0.0,Mar,Google Chrome,North America,Affiliate marketing,Returning_Visitor,-9223372036854775808,0
14,194.5511215,1,13.0,71,1023.0,0.0029,0.012,12.6,Nov,Google Chrome,North America,Affiliate marketing,Returning_Visitor,-9223372036854775808,0
1,23.2,0,0.0,26,1251.0,0.0057,0.009,0.0,Sep,Safari,North America,Google search,Returning_Visitor,-9223372036854775808,0
3,62.3,0,0.0,8,321.0,0.0286,0.01,0.0,Oct,Safari,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
1,47.7,0,0.0,53,1144.0,0.0,0.003,38.3,May,Google Chrome,Western Europe,Instagram Page,Returning_Visitor,-9223372036854775808,1
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,Dec,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,-9223372036854775808,0
8,973.5,2,302.5,49,1420.0,0.0221,0.049,24.2,Dec,Google Chrome,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,4,655.0,0.0667,0.123,0.0,May,Google Chrome,Western Europe,Twitter,Returning_Visitor,-9223372036854775808,0
1,0.0,1,0.0,28,672.0,0.0028,0.019,7.2,Dec,Google Chrome,Western Europe,Google search,Returning_Visitor,-9223372036854775808,1
5,144.5,0,0.0,8,147.0,0.0,0.017,0.0,Mar,Safari,North America,Google search,New_Visitor,-9223372036854775808,0
1,6.0,0,0.0,20,391.0,0.0,0.025,58.0,Dec,Safari,Asia,Google search,New_Visitor,-9223372036854775808,1
0,0.0,0,0.0,3,202.0,0.0,0.05,0.0,May,Safari,Western Europe,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,18,1397.0,0.0167,0.023,0.0,Dec,Google Chrome,Southern Africa,Google search,New_Visitor,-9223372036854775808,0
2,46.6,1,28.25,54,1050.0,0.0053,0.001,0.0,Jul,Google Chrome,Northern Africa,Instagram Page,New_Visitor,-9223372036854775808,0
0,0.0,0,0.0,18,349.0,0.0,0.02,0.0,Nov,Safari,Western Europe,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,5,586.0,0.1,0.133,0.0,Dec,Safari,Africa,Instagram ads,Returning_Visitor,-9223372036854775808,0
2,105.0,0,0.0,47,803.0,0.0048,0.016,62.2,Aug,Google Chrome,North America,Facebook ads,Returning_Visitor,-9223372036854775808,1
3,48.5,0,0.0,30,1479.0,0.0031,0.019,0.0,May,Mozilla Firefox,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,5,769.0,0.1,0.125,0.0,Feb,Safari,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
1,60.5,0,0.0,8,145.0,0.0,0.0,0.0,Oct,Google Chrome,Asia,Google search,New_Visitor,-9223372036854775808,0
8,122.3,0,0.0,88,2952.0,0.0054,0.005,3.3,Nov,Google Chrome,Africa,Instagram ads,Returning_Visitor,-9223372036854775808,0
1,79.0,0,0.0,20,2155.0,0.0,0.021,24.4,May,Safari,North America,Google search,Returning_Visitor,-9223372036854775808,1
1,0.0,0,0.0,4,10.0,0.0867,0.113,0.0,May,Safari,Western Europe,Instagram ads,Returning_Visitor,-9223372036854775808,0
7,175.1666667,1,42.6,21,2047.0,0.011,0.029,3.1,Sep,Safari,Western Europe,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,19,488.0,0.0,0.025,0.0,May,Microsoft Edge,Western Europe,Instagram ads,Returning_Visitor,-9223372036854775808,0
9,437.2666667,3,57.5,149,3098.0,0.0001,0.01,3.5,Dec,Google Chrome,Eastern Europe,Google search,Returning_Visitor,-9223372036854775808,1
0,0.0,0,0.0,22,3215.0,0.009,0.037,0.0,Mar,Google Chrome,South America,Facebook ads,Returning_Visitor,-9223372036854775808,0
4,68.275,0,0.0,49,2636.0,0.0043,0.013,6.2,Nov,Google Chrome,Western Europe,Google search,Returning_Visitor,-9223372036854775808,0
6,128.0,4,275.0,37,660.0,0.0,0.001,70.8,May,Microsoft Edge,Asia,Google search,New_Visitor,-9223372036854775808,1
2,36.6,0,0.0,3,78.0,0.0,0.029,0.0,Oct,Safari,Western Europe,Instagram ads,New_Visitor,-9223372036854775808,0
0,0.0,0,0.0,11,248.0,0.05,0.07,0.0,May,Google Chrome,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,15,805.0,0.0,0.013,0.0,Dec,Mozilla Firefox,Eastern Europe,Youtube ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,18,327.0,0.0,0.017,0.0,Nov,Samsung Internet,Asia,Google search,New_Visitor,-9223372036854775808,0
0,0.0,0,0.0,9,528.0,0.0,0.033,0.0,May,Safari,North America,Bing search,Returning_Visitor,-9223372036854775808,0
4,84.0,0,0.0,48,1362.0,0.0188,0.013,24.8,May,Google Chrome,Africa,Facebook ads,Returning_Visitor,-9223372036854775808,0
1,13.75,1,18.0,209,4426.0,0.0037,0.025,2.5,Nov,Google Chrome,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,2,102.4,38,706.0,0.0082,0.057,0.0,Jul,Safari,Africa,Bing search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,7,156.0,0.0233,0.062,0.0,Feb,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,-9223372036854775808,0
1,0.0,0,0.0,63,531.0,0.0,0.028,0.0,June,Google Chrome,Northern Africa,Instagram ads,Returning_Visitor,-9223372036854775808,0
1,43.5,0,0.0,16,368.0,0.0,0.018,0.0,May,Android,Asia,Instagram ads,New_Visitor,-9223372036854775808,0
2,6.0,0,0.0,18,189.0,0.0,0.008,0.0,Nov,Safari,Western Europe,Instagram ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,8,80.0,0.02,0.05,0.0,Dec,Google Chrome,Africa,Google search,Returning_Visitor,-9223372036854775808,0
0,6.0,0,0.0,1,0.0,0.2,0.2,0.0,Mar,Microsoft Edge,Western Europe,Facebook ads,Returning_Visitor,-9223372036854775808,0
5,176.0,0,0.0,6,935.0,0.0,0.004,0.0,Mar,Google Chrome,South America,Affiliate marketing,New_Visitor,-9223372036854775808,0
1,6.0,2,8.0,10,295.0,0.0,0.008,0.0,May,Safari,North America,Bing search,Returning_Visitor,-9223372036854775808,0
0,0.0,1,121.1666667,18,2889.0,0.0099,0.036,0.0,Nov,Google Chrome,North America,Facebook ads,Returning_Visitor,-9223372036854775808,0
6,91.7,3,22.2,23,1715.0,0.0104,0.051,12.3,Nov,Google Chrome,Southern Africa,Facebook ads,Returning_Visitor,-9223372036854775808,1
5,239.375,0,0.0,74,4904.0,0.0251,0.036,0.0,Nov,Safari,North America,Affiliate marketing,Returning_Visitor,-9223372036854775808,1
11,1728.816667,0,0.0,18,2318.0,0.0011,0.018,2.8,May,Opera,Western Europe,Bing search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,4,79.0,0.05,0.04,0.0,Mar,Safari,North America,Youtube ads,Returning_Visitor,-9223372036854775808,0
1,34.2,2,33.16666667,42,1589.0,0.0,0.039,8.9,Dec,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,-9223372036854775808,0
1,11.0,1,358.5,3,134.0,0.0,0.067,0.0,May,Internet Explorer,Western Europe,Facebook ads,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,5,70.0,0.0,0.04,0.0,Dec,Google Chrome,North America,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,13,814.0,0.0,0.01,0.0,Nov,Google Chrome,Western Europe,Google search,New_Visitor,-9223372036854775808,0
0,0.0,0,0.0,4,15.0,0.0,0.05,0.0,Mar,Google Chrome,Northern Africa,Instagram ads,Returning_Visitor,-9223372036854775808,0
6,49.21221222,0,0.0,194,7734.0,0.0,0.009,0.0,Nov,Google Chrome,North America,Google search,Returning_Visitor,-9223372036854775808,0
0,6.0,0,0.0,16,753.0,0.0,0.021,0.0,Nov,Safari,North America,Instagram ads,Returning_Visitor,-9223372036854775808,0
3,72.0,0,0.0,3,112.0,0.0,0.033,0.0,Mar,Mozilla Firefox,North America,Instagram Page,Returning_Visitor,-9223372036854775808,0
2,19.85,0,0.0,20,410.0,0.0,0.012,0.0,Mar,Google Chrome,Oceania,Facebook ads,Returning_Visitor,-9223372036854775808,0
1,25.5,0,0.0,21,636.0,0.0027,0.016,0.0,Mar,Google Chrome,Africa,Google search,Returning_Visitor,-9223372036854775808,0
0,0.0,0,0.0,18,612.0,0.0,0.017,0.0,Nov,Safari,Western Europe,Google search,Returning_Visitor,-9223372036854775808,0
3,58.23333333,0,0.0,14,422.0,0.0,0.006,44.5,Mar,Google Chrome,Northern Africa,Google search,New_Visitor,-9223372036854775808,1
2,76.25,0,0.0,73,2224.0,0.0051,0.021,0.0,Jul,Google Chrome,North America,Twitter,Returning_Visitor,-9223372036854775808,0
5,84.5,0,0.0,73,3573.0,0.0029,0.02,0.0,Nov,Google Chrome,North America,Google search,Returning_Visitor,-9223372036854775808,1
0,0.0,0,0.0,27,173.0,0.05,0.042,0.0,Dec,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,-9223372036854775808,0
0,6.0,0,0.0,54,6244.0,0.0078,0.036,3.2,Nov,Google Chrome,North America,Facebook ads,Returning_Visitor,-9223372036854775808,1
